,Price,Bedroom,Area,Title,Place,Post Timing,Finishing,House Type,Parking Type,Bathroom,Link
1270,3588800,8,58,Stunning Custom built mansion!,"12958 COULTHARD ROAD, SURREY",2020-05-27T17:11:56-0700,unfurnished,house,attached garage,6,https://vancouver.craigslist.org/rds/reb/d/surrey-lower-west-stunning-custom-built/7131524408.html
1271,1100000,4,,Entertainers Dream Home!,"14872 56B AVENUE, SURREY",2020-05-27T17:06:50-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reb/d/surrey-east-entertainers-dream-home/7131521997.html
1272,1098800,3,,Beautiful 3 bedroom + den!,"1831 Osprey Drive, Tsawwassen",2020-05-27T14:46:22-0700,unfurnished,house,detached garage,3,https://vancouver.craigslist.org/rds/reb/d/delta-southwest-beautiful-3-bedroom-den/7131447545.html
1273,1399900,NA,NA,Build your own custom home!,"4273 W RIVER ROAD, LADNER",2020-05-27T16:04:24-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-central-build-your-own-custom-home/7131491376.html
1274,1633500,NA,NA,Potential redevelopment site!,"4752 60B STREET, LADNER",2020-05-27T16:08:17-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-central-potential-redevelopment/7131493358.html
1275,1198800,4,,Stunning single family home!,"1843 Osprey Drive, Tsawwassen",2020-05-27T14:48:03-0700,unfurnished,house,detached garage,3,https://vancouver.craigslist.org/rds/reb/d/delta-southwest-stunning-single-family/7131448643.html
1276,NA,NA,NA,FOR SALE! Freestanding multi tenanted property!,"1066 AUSTIN AVENUE, COQUITLAM",2020-05-27T16:37:34-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/pml/reb/d/coquitlam-for-sale-freestanding-multi/7131507861.html
1277,2600000,2,1350,PRIME 17.8 ACRES!,"24381 56 AVENUE, LANGLEY",2020-05-27T16:59:47-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-southwest-prime-178/7131518476.html
1278,850000,3,,"Excellent, Half-duplex style home in Pebble Hill","5596 6 AVENUE, TSAWWASSEN",2020-05-27T15:55:46-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-southwest-excellent-half-duplex/7131486864.html
1279,739900,3,13,3 Bed Townhouse.  Walk to Skytrain,Coquitlam,2020-06-12T20:39:07-0700,unfurnished,townhouse,attached garage,2.5,https://vancouver.craigslist.org/pml/reo/d/coquitlam-3-bed-townhouse-walk-to/7140867071.html
1280,225000,NA,NA,30 unit townhouse site with double garage for sale in Clayton,"           (google map)
       ",2020-06-26T10:55:44-0700,unfurnished,land,NA,2.5,https://vancouver.craigslist.org/rds/reb/d/surrey-30-unit-townhouse-site-with/7148853065.html
1281,359000,1,1006,1006 Sq Ft 1 Bed and Den West Newton,Surrey,2020-06-26T10:49:10-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/surrey-1006-sq-ft-1-bed-and-den-west/7148848340.html
1282,468800,2,830,Beautiful condo with new price and buyer incentive,Surrey,2020-05-28T15:52:44-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/surrey-beautiful-condo-with-new-price/7132070663.html
1283,519000,1,1045,1 Bed and 1 Den Apartment for Sale (5 mins walk to Royal Oak Stn),Burnaby,2020-06-26T10:17:11-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-1-bed-and-1-den-apartment-for/7148824800.html
1284,NA,NA,NA,Brentwood Lumina Waterfall 2 Bedroom Assignment,Brentwood,2020-06-08T16:09:20-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reo/d/burnaby-brentwood-lumina-waterfall-2/7138312458.html
1285,618800,1,1,Gorgeous New Penthouse,Willoughby Heights,2020-06-26T09:13:47-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-gorgeous-new/7148776717.html
1286,1980000,3,1350,202 2239 W7th ( Yew & Vine ) KITS FOR SALE,Vancouver,2020-06-19T13:58:55-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-w7th-yew-vine-kits-for-sale/7144869578.html
1287,850000,2,778,Burnaby Luxury 2 Bedroom 2 Bathroom Assignment,Burnaby,2020-06-26T08:52:17-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reo/d/burnaby-burnaby-luxury-2-bedroom-2/7148760617.html
1288,1128000,3,3654,Gorgeous 6 bed 4 bath single house with 1 bed Legal suite,Maple Ridge,2020-06-26T08:00:39-0700,unfurnished,house,attached garage,3.5,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-northwest-gorgeous-6-bed-4/7148723628.html
1289,958000,5,,Immaculate Family Home In Popular Oxford Heights!,Port Coquitlam,2020-06-26T06:54:42-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-immaculate-family-home/7148681967.html
1290,618800,2,11,Gorgeous Penthouse with Mount Baker Views!,Langley,2020-06-26T07:19:17-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-gorgeous-penthouse-with-mount/7148696612.html
1291,429000,2,1108,A Sanctuary Setting!,White Rock and District,2020-06-26T07:04:06-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/white-rock-sanctuary-setting/7148687426.html
1292,524900,2,1013,Welcome To Pitt Meadows Prestigious Orion!,Pitt Meadows,2020-06-26T06:31:42-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-welcome-to-pitt-meadows/7148669863.html
1293,638000,3,1895,A Possible Dream Home!,Langley,2020-06-26T06:23:18-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-possible-dream-home/7148665708.html
1294,1198000,2,1587,Perfect Central Location!,Surrey,2020-06-26T06:05:40-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/coquitlam-perfect-central-location/7148657374.html
1295,399900,2,909,Beautiful Corner Penthouse!,Langley,2020-06-26T05:58:08-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-beautiful-corner-penthouse/7148654135.html
1296,799900,2,178,Minutes Away From Deep Cove Village!,North Vancouver,2020-06-26T06:13:42-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-minutes-away-from-deep/7148661056.html
1297,329900,1,746,Move In Ready!,Langley,2020-06-26T01:17:47-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/langley-move-in-ready/7148604033.html
1298,439900,1,633,Victoria Hill Gem!,New Westminster,2020-06-26T01:33:32-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-victoria-hill-gem/7148605391.html
1299,550000,4,4,off MARKET STUDO FOR SALE,YALETOWN,2020-05-29T18:48:00-0700,furnished,apartment,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-off-market-studo-for-sale/7132727250.html
1300,NA,NA,NA,Lots for sale in Cloverdale,Cloverdale,2020-06-05T09:58:43-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-east-lots-for-sale-in-cloverdale/7136359342.html
1301,824000,2,,"Two bedroom, 2 bath  stylishly designed Townhouse style condo",North Vancouver,2020-06-25T22:31:48-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-two-bedroom-2-bath/7148584949.html
1302,1179800,3,1,A beautiful 3 bedroom Rancher home,North Vancouver,2020-06-08T23:45:37-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/north-vancouver-beautiful-3-bedroom/7138458694.html
1303,1149000,8,8994,Building Lot in Tsawassen’s English Bluff,Delta,2020-06-25T21:35:27-0700,unfurnished,land,NA,1,https://vancouver.craigslist.org/rds/reb/d/delta-building-lot-in-tsawassens/7148574144.html
1304,519900,2,,This Condo Is Only 1 Year Old W/ 2-5-10 Warranty Still In Place,410-12460 191 Street Pitt Meadows,2020-06-25T20:23:37-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-this-condo-is-only-1-year/7148556450.html
1305,799000,3,,Large Updated Rancher In Move In Condition,"12041 221 St, Maple Ridge",2020-06-25T20:24:35-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-large-updated-rancher-in/7148556742.html
1306,699900,2,13,Amazing Condo! Don’t Miss This One!,1203-1199 Eastwood Street Coquitlam,2020-06-25T20:19:38-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-amazing-condo/7148555337.html
1307,649000,3,,"New Townhouse; 3 Bdrm (+den), 3 Bthrm; View Property",Chilliwack,2020-06-22T19:10:21-0700,unfurnished,townhouse,attached garage,3,https://vancouver.craigslist.org/van/reo/d/chilliwack-west-new-townhouse-3-bdrm/7146699991.html
1308,600000,2,686,RIVER PARK PLACE II,Richmond Oval,2020-05-28T08:32:57-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/rch/reo/d/richmond-west-river-park-place-ii/7131773678.html
1309,415000,2,865,22318 LOUGHEED HIGHWAY,Central Maple Ridge,2020-06-13T08:56:31-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-lougheed-highway/7141066844.html
1310,490000,1,6,"Beautiful Residence - Condos in Vancouver. 1 Beds, 1 Baths",Vancouver,2020-06-25T17:48:45-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/van/reb/d/beautiful-residence-condos-in-vancouver/7148501971.html
1311,NA,NA,NA,EXCLUSIVE LISTING 2 BED 2 BATH SHOW NOW BEFORE IT GOES TO MLS,SURREY,2020-05-26T18:35:44-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-exclusive-listing-2-bed-2-bath/7130972495.html
1312,769000,2,14,New Westminster Condo for Sale - #422 1150 Quayside Dr.,New Westminster Quay,2020-06-25T17:14:34-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-southwest-new/7148486912.html
1313,649900,3,15,Family Friendly Townhouse w/ Fenced Yard,Cloverdale,2020-06-25T17:11:42-0700,unfurnished,townhouse,attached garage,2.5,https://vancouver.craigslist.org/rds/reb/d/surrey-family-friendly-townhouse-fenced/7148485635.html
1314,688000,3,1635,"Breathtakingly Beautiful Townhouse in Vancouver. 3 Beds, 2 Baths",Vancouver,2020-06-25T17:11:06-0700,unfurnished,townhouse,NA,2.5,https://vancouver.craigslist.org/rds/reb/d/breathtakingly-beautiful-townhouse-in/7148485379.html
1315,434900,2,1191,South Surrey Condo for Sale - #110 - 12125 75A Ave,Strawberry Hill,2020-06-25T17:04:19-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-upper-west-south-surrey-condo/7148482386.html
1316,1029900,4,,Cloverdale Home for Sale - 6474 179 Street,Cloverdale,2020-06-25T17:02:47-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-east-cloverdale-home-for-sale/7148481694.html
1317,665000,3,1450,$665000 / 3br - 1450ft2 -  END UNIT FOR SALE in Panorama,Panorama Ridge,2020-06-25T16:03:23-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/rds/reo/d/surrey-br-ft2-end-unit-for-sale-in/7148452483.html
1318,2388000,4,4059,Development Opportunity-multiple options,Vancouver,2020-06-25T15:10:38-0700,unfurnished,house,NA,2.5,https://vancouver.craigslist.org/van/reb/d/vancouver-development-opportunity/7148423938.html
1319,688000,NA,NA,NEW-LISTING!!! TOWNHOUSE FOR SALE,Vancouver East,2020-06-25T14:37:21-0700,unfurnished,townhouse,NA,2.5,https://vancouver.craigslist.org/van/reb/d/vancouver-new-listing-townhouse-for-sale/7148404199.html
1320,748000,1,916,✨HUGE 916sf Renovated Corner Unit + Balcony✨,Vancouver,2020-06-25T14:33:28-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-huge-916sf-renovated-corner/7148401915.html
1321,888000,2,87,2 bed 2 bath yaletown,yaletown,2020-06-14T14:15:30-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-2-bed-2-bath-yaletown/7141812189.html
1322,1498800,6,01757,6 bedroom 4800 sqft lot house in East Van,Vancouver,2020-06-18T13:53:03-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-6-bedroom-4800-sqft-lot-house/7144251285.html
1323,NA,NA,NA,For rent; Condo; Apartment; Abbotsford; 2 bedroom,NA,2020-06-02T16:45:40-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reo/d/abbotsford-for-rent-condo-apartment/7134856602.html
1324,359900,2,979,2 BR & 2 Full Bath Condo - Completely updated,white rock,2020-06-25T14:02:01-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/rds/reo/d/white-rock-2-br-2-full-bath-condo/7148382536.html
1325,1138000,5,349,North Delta House for Sale - 11846 Alderwood Crescent,Sunshine Hills,2020-06-25T12:45:10-0700,unfurnished,apartment,NA,3.5,https://vancouver.craigslist.org/rds/reb/d/delta-east-north-delta-house-for-sale/7148331873.html
1326,1799900,4,,Basement Entry Home!,Langley,2020-06-25T12:27:09-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/aldergrove-basement-entry-home/7148319535.html
1327,578800,1,534,Assignment Lumina II Brentwood Starling,"2463 Beta Ave, Burnaby",2020-05-27T16:12:26-0700,furnished,apartment,NA,1,https://vancouver.craigslist.org/bnc/reo/d/burnaby-assignment-lumina-ii-brentwood/7131495500.html
1328,739000,3,1578,Fully Renovated Townhome!,Langley,2020-06-25T12:14:18-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-fully-renovated-townhome/7148310499.html
1329,720000,3,1445,Panoramic Views!,Coquitlam,2020-06-25T12:01:06-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-panoramic-views/7148301107.html
1330,1499000,5,,Substantially Renovated Three Level Home!,North Vancouver,2020-06-25T11:49:54-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-substantially-renovated/7148293156.html
1331,539900,2,1,Beautiful New Home!,Surrey,2020-06-25T11:34:04-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-beautiful-new-home/7148281761.html
1332,1385000,3,,3 Acres with Home and Barns,"Fraser Hwy and 256 St, Langley/Aldergrove",2020-06-25T11:38:47-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-3-acres-with-home-and-barns/7148285134.html
1333,799999,5,,5 bed in North Delta,Surrey,2020-06-25T11:34:06-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-northeast-5-bed-in-north-delta/7148281779.html
1334,469900,2,1119,Available at the Panorama!,Maple Ridge,2020-06-25T11:04:02-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-available-at-the-panorama/7148259793.html
1335,299000,1,486,1 bedroom 1 bath near skytrain 2018 built,Surrey,2020-06-25T11:21:10-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-1-bedroom-1-bath/7148272468.html
1336,899000,3,957,3 bedroom apartment in Downtown 2015 built,Vancouver,2020-06-25T11:07:57-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-3-bedroom-apartment-in/7148262618.html
1337,1298000,3,1815,House for Sale,North Vancouver,2020-06-25T10:57:55-0700,unfurnished,house,attached garage,2.5,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-northwest-house-for-sale/7148255261.html
1338,1097000,2,1184,Hidden Jewel in Family Neighbourhood!,Vancouver,2020-06-25T10:37:37-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-hidden-jewel-in-family/7148240625.html
1339,490000,2,9,Welcome to Boundary View!,Burnaby,2020-06-25T10:18:14-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-welcome-to-boundary-view/7148226169.html
1340,349900,1,9,KING GEORGE HUB ASSIGNMENT - 1 BEDROOM,"Surrey, BC",2020-06-25T10:06:45-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-king-george-hub/7148217635.html
1341,NA,r,1164,Beautiful mountain view 1 storey condo,Forest Glen - Burnaby South,2020-06-25T10:04:12-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-beautiful-mountain-view-1/7148215755.html
1342,1050000,6,,Original Owner Home with Legal Suite!,Surrey,2020-06-25T09:37:16-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reb/d/surrey-original-owner-home-with-legal/7148195860.html
1343,1049900,6,3077,Incredible Investment Opportunity!,Surrey,2020-06-25T09:55:35-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/rds/reb/d/langley-incredible-investment/7148209247.html
1344,359900,1,614,Ready To Move In Now!,Surrey,2020-06-25T09:29:01-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-ready-to-move-in-now/7148189630.html
1345,450000,2,1066,Cloverdowns Estates!,Surrey,2020-06-25T09:20:48-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-cloverdowns-estates/7148183345.html
1346,2599000,4,,Stunning 4-Bedroom Modern View Property - 1099 Brookside Drive,Bowen Island,2020-05-26T12:29:21-0700,unfurnished,house,street parking,2.5,https://vancouver.craigslist.org/nvn/reb/d/vancouver-stunning-4-bedroom-modern/7130769799.html
1347,2280000,2,,Waterfront Home with Extraordinary Views 292 Smugglers Cove Rd,Bowen Island,2020-05-26T12:31:31-0700,unfurnished,house,street parking,2.5,https://vancouver.craigslist.org/nvn/reb/d/bowen-island-waterfront-home-with/7130771267.html
1348,1288888,3,14,"Can you see it? Duplex in Vancouver. 3 Beds, 3 Baths",Vancouver,2020-06-04T00:41:55-0700,unfurnished,duplex,NA,3.5,https://vancouver.craigslist.org/van/reb/d/can-you-see-it-duplex-in-vancouver-3/7135568118.html
1349,NA,NA,NA,Real Estate Investing,Surrey North,2020-06-06T09:10:19-0700,unfurnished,apartment,NA,3.5,https://vancouver.craigslist.org/rds/reo/d/surrey-north-real-estate-investing/7136916443.html
1350,2788000,5,,"FOR SALE - 3485 West 18th Avenue, Dunbar",Vancouver,2020-05-26T08:20:20-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/van/reb/d/vancouver-for-sale-west-18th-avenue/7130589415.html
1351,850,1,190,"Spacious,quiet Room in upstairs",Delahaye Dr,2020-05-30T15:31:13-0700,furnished,house,street parking,split,https://vancouver.craigslist.org/pml/reo/d/coquitlam-spaciousquiet-room-in-upstairs/7133199485.html
1352,100,1,500,One bed room for short term (more than 1m) /long term,Coquitlam,2020-06-25T00:02:30-0700,furnished,apartment,attached garage,1,https://vancouver.craigslist.org/pml/reo/d/coquitlam-one-bed-room-for-short-term/7148002004.html
1353,624900,2,1108,WELCOME TO FREMONT VILLAGE by Mosaic Homes,Riverwood / Port Coquitlam,2020-06-24T23:52:45-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-welcome-to/7148000883.html
1354,624900,2,1108,WELCOME TO FREMONT VILLAGE by Mosaic Homes,Riverwood / Port Coquitlam,2020-06-24T23:51:31-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-welcome-to/7148000736.html
1355,624900,2,1108,WELCOME TO FREMONT VILLAGE by Mosaic Homes,Riverwood / Port Coquitlam,2020-06-24T23:48:36-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-welcome-to/7148000359.html
1356,665000,1,1108,Welcome to WEST FOURTH LIVING at its finest!,Kitsilano,2020-06-24T23:40:06-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-welcome-to-west-fourth-living/7147999406.html
1357,624900,2,1108,WELCOME TO FREMONT VILLAGE by Mosaic Homes,Riverwood / Port Coquitlam,2020-06-24T23:30:39-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-welcome-to/7147998206.html
1358,699900,2,13,Condo With Stunning Views Of Mount Baker!,1203-1199 Eastwood Street Coquitlam,2020-06-24T21:49:07-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-central-condo-with/7147981346.html
1359,519900,2,,FEW UNITS LEFT!,410-12460 191 Street Pitt Meadows,2020-06-24T21:36:40-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/pitt-meadows-few-units-left/7147978691.html
1360,129000,9,9688,BEAUTIFUL OCEANFRONT LOTS for sale,Haggard Cove,2020-06-24T20:50:44-0700,unfurnished,land,street parking,2,https://vancouver.craigslist.org/nvn/reo/d/central-island-beautiful-oceanfront/7147967700.html
1361,1279000,2,,Sprawling Renovated Rancher! (5656 10th Ave-Tsawwassen),Tsawwassen,2020-06-24T20:59:58-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/delta-sprawling-renovated-rancher-th/7147970010.html
1362,1800,1,5,One bedroom unit for one year lease,North Vancouer,2020-05-27T05:54:27-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/nvn/reo/d/north-vancouver-one-bedroom-unit-for/7131097642.html
1363,539000,1,10000,Rare Bldg Lot by Okanagan Lk,"Peachland, BC",2020-06-24T17:21:58-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/rds/reo/d/peachland-rare-bldg-lot-by-okanagan-lk/7147892450.html
1364,433000,2,696,"13 Cacus Point, Maple Ridge, BC (Pitt Lake)",Maple Ridge (Pitt Lake,2020-06-03T16:12:25-0700,furnished,NA,NA,1,https://vancouver.craigslist.org/pml/reb/d/mission-east-13-cacus-point-maple-ridge/7135427895.html
1365,449900,2,1517,"CORNER UNIT 2 BED + 2 BATH, 45+ building",NA,2020-06-24T16:12:58-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-corner-unit-2-bed-2-bath-45/7147858465.html
1366,1234,1,619,Garrison Central,Garrison Point in Chilliwack,2020-06-24T16:12:25-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/pml/reb/d/coquitlam-garrison-central/7147858161.html
1367,549900,2,1079,2 bed 2 bath LUXURY CONDO million $ View,lANGLEY,2020-06-24T15:47:47-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/langley-2-bed-2-bath-luxury-condo/7147845377.html
1368,449900,NA,NA,"Heavily treed 2.6 Acres- $449,900",Mission,2020-06-03T15:29:53-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/pml/reb/d/mission-heavily-treed-26-acres/7135406060.html
1369,2650000,4,NA,20 ACRE FULLY PRODUCING BLUEBERRY FARM,NA,2020-06-24T15:20:59-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-township-southwest-20-acre/7147830633.html
1370,418000,1,6,"FOR SALE! Steps to Sunset Beach, Vancouver - 1bed 1bath","Sunset Beach, Vancouver",2020-06-24T14:55:55-0700,unfurnished,apartment,attached garage,0,https://vancouver.craigslist.org/van/reb/d/vancouver-for-sale-steps-to-sunset/7147815812.html
1371,819888,3,1400,"Imagine what your friends would think! Townhouse in White Rock. 3 Beds, 2 Baths",White Rock,2020-06-24T15:15:10-0700,furnished,townhouse,attached garage,3,https://vancouver.craigslist.org/rds/reb/d/white-rock-imagine-what-your-friends/7147827236.html
1372,578000,2,915,CITY LIVING AT ITS BEST! 2bed 2bath Townhouse,Edmonds,2020-06-24T15:01:07-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-city-living-at-its-best-2bed/7147819041.html
1373,1499000,4,1796,House for sale (Vancouver East)  : MLS®# R2468183,Vancouver,2020-06-24T14:41:08-0700,unfurnished,house,detached garage,2,https://vancouver.craigslist.org/van/reb/d/vancouver-house-for-sale-vancouver-east/7147806712.html
1374,629000,2,1169,BRAND NEW 2 BED + 1 BATH CONDO IN LANGLEY,Langley,2020-05-28T15:58:03-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-brand-new-2/7132073445.html
1375,719000,2,1019,BRAND NEW 2 BED + 2 BED CONDO IN COQUITLAM,COQUITLAM,2020-05-28T16:11:06-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/bnc/reb/d/coquitlam-north-brand-new-2-bed-2-bed/7132080405.html
1376,359000,1,559,1 BED + 1 BATH CONDO IN WILLOUGHBY!,Langley,2020-05-25T15:15:51-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/rds/reb/d/langley-township-northwest-1-bed-1-bath/7130305344.html
1377,629000,2,1055,Open Plan!,North Vancouver,2020-06-24T13:31:04-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-open-plan/7147762156.html
1378,959000,2,,One Of The Best!,Port Coquitlam,2020-06-24T13:23:10-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-one-of-the-best/7147757029.html
1379,1500,2,1,Metrotown Furnished 2 bedroom 1 bathroom kitchen Private entry,Burnaby,2020-06-24T13:18:23-0700,furnished,land,street parking,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-metrotown-furnished-2-bedroom-1/7147753809.html
1380,1500,2,1,Metrotown Furnished 2 bedroom 1 bathroom kitchen Private entry,Burnaby,2020-06-24T13:17:25-0700,furnished,land,street parking,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-metrotown-furnished-2-bedroom-1/7147753137.html
1381,448880,1,1,Beautiful View -  Execellent Investment - Landmark Building,"688 Columbia St. New Westminster, BC",2020-06-24T13:09:35-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/bnc/reo/d/new-westminster-beautiful-view/7147747648.html
1382,1500,NA,NA,2 bed room basement,surrey,2020-06-24T13:08:30-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reo/d/surrey-inner-northwest-2-bed-room/7147746881.html
1383,1089000,6,,Beautiful Basement Entry Home!,New Westminster,2020-06-24T12:48:55-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-beautiful-basement/7147733306.html
1384,3298000,3,,Solid Bungalow on Massive Lot!,Vancouver,2020-06-24T12:37:19-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-solid-bungalow-on-massive-lot/7147725159.html
1385,3299900,4,4854,Executive 2 Storey!,Langley,2020-06-24T12:22:54-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/rds/reb/d/langley-executive-2-storey/7147715093.html
1386,1688800,4,,Fully-renovated Character Home!,Vancouver,2020-06-24T12:12:18-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/van/reb/d/vancouver-fully-renovated-character-home/7147707358.html
1387,614900,2,1,Huge two bedroom in the heart of uptown New Westminster,Uptown New Westminster,2020-06-24T12:17:57-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-huge-two-bedroom-in-the/7147711439.html
