,Price,Bedroom,Area,Title,Place,Post Timing,Finishing,House Type,Parking Type,Bathroom,Link
1368,2688000,4,,"Vancouver West Side View Homes from $2,688,000",Vancouver West Side,2020-07-10T19:55:26-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/van/reb/d/vancouver-west-side-view-homes-from/7157232912.html
1369,649000,1,599,"West Vancouver View Apartments from $649,000",West Vancouver,2020-07-10T19:54:36-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-view-apartments-from/7157232684.html
1370,2378000,5,,"West Vancouver View Homes from $2,378,000",West Vancouver,2020-07-10T19:53:41-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-view-homes-from/7157232416.html
1371,424900,1,718,"North Vancouver View Apartments from $424,900",North Vancouver,2020-07-10T19:53:06-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-north-vancouver-view/7157232237.html
1372,1299000,4,181,"North Vancouver View Homes from $1,299,000",North Vancouver,2020-07-10T19:52:30-0700,unfurnished,house,detached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-view-homes-from/7157232058.html
1373,499900,1,439,"Vancouver East Side New Condos from $499,900",Vancouver Side,2020-07-10T19:51:08-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-vancouver-east-side-new/7157231671.html
1374,65999,3,1,"STEAL OF A DEAL CHARACTER Houses for sale under $120,000 move in ready",NA,2020-07-10T19:30:44-0700,unfurnished,house,detached garage,2,https://vancouver.craigslist.org/pml/reo/d/delta-steal-of-deal-character-houses/7157225352.html
1375,1579000,3,1704,"Vancouver East Side New Homes from $1,1579,900",Vancouver East Side,2020-07-10T18:55:21-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/van/reb/d/vancouver-vancouver-east-side-new-homes/7157213539.html
1376,1095000,2,1175,OPEN HOUSE Stunning Penthouse 2bed/2bath,Burnaby,2020-07-10T18:40:59-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-open-house-stunning-penthouse/7157208573.html
1377,1349000,5,3453,"Port Moody New Homes from $1,349,000",Port Moody,2020-07-10T18:10:35-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/pml/reb/d/port-moody-new-homes-from/7157197219.html
1378,1048000,4,,"Coquitlam New Homes from $1,048,000",Coquitlam,2020-07-10T18:07:48-0700,unfurnished,house,attached garage,4,https://vancouver.craigslist.org/pml/reb/d/coquitlam-coquitlam-new-homes-from/7157196090.html
1379,4168000,5,45467,"West Vancouver New Homes from $4,168,000",West Vancouver,2020-07-10T18:04:50-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-west-vancouver-new-homes/7157194859.html
1380,518000,1,54,"Burnaby New Apartments and Townhouses from $518,000",Burnaby,2020-07-10T18:03:21-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-new-apartments-and-townhouses/7157194194.html
1381,599000,1,657,"North Vancouver New Apartments Townhouses Duplexes from $599,000",North Vancouver,2020-07-10T18:02:47-0700,unfurnished,condo,attached garage,1,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-new-apartments/7157193960.html
1382,1888000,4,,"North Vancouver New Homes from $1,888,000",North Vancouver,2020-07-10T17:42:49-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-new-homes-from/7157185151.html
1383,575000,1,451,"New Downtown Apartments from $575,000",Vancouver Downtown,2020-07-10T17:42:07-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/van/reb/d/new-downtown-apartments-from/7157184849.html
1384,696000,1,605,"Vancouver West Side New Condos from $696,000",Vancouver West Side,2020-07-10T17:41:22-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/van/reb/d/vancouver-west-side-new-condos-from/7157184549.html
1385,2998000,4,,"Vancouver West Side New Homes from $2,998,000",Vancouver West Side,2020-07-10T17:40:43-0700,unfurnished,house,attached garage,6,https://vancouver.craigslist.org/van/reb/d/vancouver-west-side-new-homes-from/7157184218.html
1386,1588000,6,,"Burnaby New Houses from $1,588,000",Burnaby,2020-07-10T17:40:12-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/bnc/reb/d/burnaby-new-houses-from/7157183978.html
1387,299900,1,840,Fabulous top-floor condo at the sought-after Summit building!,Chilliwack East,2020-06-16T16:23:01-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-fabulous-top-floor-condo-at/7143120013.html
1388,295000,1,8,"1-Bedroom plus Den, second floor unit in Sardis Condo Building",Chilliwack-Sardis,2020-06-16T16:37:04-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-1-bedroom-plus-den-second/7143127071.html
1389,324900,2,971,Large 2-bedroom condo in the popular Summit! 302-46262 First Avenue,Chilliwack East,2020-06-16T16:34:18-0700,unfurnished,apartment,street parking,2,https://vancouver.craigslist.org/rds/reb/d/chilliwack-large-2-bedroom-condo-in-the/7143125726.html
1390,214900,1,971,Great Investor Opportunity | 414-45555 Yale Road (the Vibe),Chillwack,2020-06-16T16:30:46-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/rds/reb/d/chilliwack-great-investor-opportunity/7143123870.html
1391,269900,2,86,INVESTOR ALERT: New Listing in the Newmark 2Bed/2Bath,Chilliwack,2020-06-16T16:29:03-0700,unfurnished,apartment,street parking,2,https://vancouver.craigslist.org/rds/reb/d/chilliwack-investor-alert-new-listing/7143123024.html
1392,269900,2,809,Sizzling Apartment for Sale at Desirable Location (#104-1331 FIR st.),"White Rock, BC",2020-06-23T14:05:19-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/rds/reb/d/white-rock-sizzling-apartment-for-sale/7147169634.html
1393,1975000,4,4100,MAGNIFICENT OCEAN RESIDENCE Westcoast style,SOUTHERN GULF ISLANDS,2020-07-10T14:51:19-0700,unfurnished,house,attached garage,3,https://vancouver.craigslist.org/van/reo/d/pender-island-magnificent-ocean/7157097307.html
1394,1350000,5,11000,5 bedroom home with potential for subdivision or laneway home,port coquitlam,2020-07-10T14:27:14-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/pml/reo/d/port-coquitlam-south-5-bedroom-home/7157082361.html
1395,728000,2,830,2 bed 2 bath 2007 built 17th floor - NEAR SKYTRAIN,Burnaby,2020-07-10T13:22:51-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-2-bed-2-bath-2007-built-17th/7157039765.html
1396,949900,3,1673,3 bed 2 bath townhouse near Marine drive - south van,Vancouver,2020-07-10T13:15:50-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-3-bed-2-bath-townhouse-near/7157034996.html
1397,299999,1,643,1 bed - 643 sqft - near skytrain,Vancouver,2020-07-10T13:06:18-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-inner-northwest-1-bed-sqft-near/7157028679.html
1398,180000,2,1008,Your New Beach House?,Parksville,2020-07-10T13:12:51-0700,unfurnished,apartment,street parking,1,https://vancouver.craigslist.org/van/reb/d/parksville-your-new-beach-house/7157033093.html
1399,1379999,NA,NA,House for Sale in West Newton,"Surrey, BC",2020-07-10T13:12:13-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/rds/reb/d/surrey-house-for-sale-in-west-newton/7157032664.html
1400,1898000,5,3751,Panorama Ridge House for Sale 5570 123 STREET,SURREY,2020-07-10T12:47:07-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-panorama-ridge-house-for-sale/7157015746.html
1401,2985000,5,3751,5 ACRES WITH 2 HOUSES AND BLUEBERRY FARM,NA,2020-07-10T12:02:55-0700,unfurnished,land,NA,7,https://vancouver.craigslist.org/rds/reb/d/langley-township-east-5-acres-with-2/7156984437.html
1402,NA,NA,NA,Own a home and need extra cash,"Surrey, BC",2020-06-20T08:52:14-0700,unfurnished,house,NA,7,https://vancouver.craigslist.org/van/reb/d/surrey-northeast-own-home-and-need/7145247561.html
1403,2100000,NA,NA,1/2 Acre Industrial lot for sale,Bridgeview (Surrey),2020-07-10T11:54:09-0700,unfurnished,land,NA,7,https://vancouver.craigslist.org/rds/reo/d/surrey-outer-northwest-1-2-acre/7156978054.html
1404,645000,1,691,#1806 6658 Dow Avenue,"           (google map)
       ",2020-07-10T11:15:34-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/bnc/reb/d/burnaby-dow-avenue/7156948977.html
1405,619900,3,890,NEW LISTING 20283 WANSTEAD STREET MAPLE RIDGE,Maple Ridge,2020-07-06T17:36:16-0700,unfurnished,apartment,detached garage,1,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-new-listing-wanstead-street/7154717689.html
1406,779900,3,,NEW LISTING 26208 LOUGHEED HIGHWAY MAPLE RIDGE,MAPLE RIDGE,2020-07-06T17:35:58-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-new-listing-lougheed/7154717553.html
1407,NA,NA,NA,Veranda Beach Building Lots,"Oroville, Wa",2020-07-10T10:57:40-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/nvn/reo/d/north-vancouver-northwest-central/7156935386.html
1408,779000,2,1131,2 BED TOWNHOME -FIRST PUBLIC OPEN HOUSE THIS SUNDAY!,VANCOUVER- GRANVILLE ISLAND,2020-07-10T10:41:30-0700,unfurnished,townhouse,attached garage,1.5,https://vancouver.craigslist.org/van/reb/d/vancouver-2-bed-townhome-first-public/7156923371.html
1409,1549000,5,3044,Strawberry Hills Property!,Langley,2020-07-10T10:12:30-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reb/d/langley-strawberry-hills-property/7156901537.html
1410,560000,3,1300,Surrey Townhouse for Sale. Rent to Own / Owner Finance Opportunity,Surrey,2020-07-10T09:56:30-0700,unfurnished,townhouse,detached garage,2.5,https://vancouver.craigslist.org/rds/reo/d/surrey-inner-northwest-surrey-townhouse/7156889708.html
1411,559900,3,1435,Centrally Located Home!,Surrey,2020-07-10T09:47:31-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-centrally-located-home/7156883171.html
1412,619000,2,843,Delta Condo for Sale - #2808 - 11967 80th Ave.,Delta Rise,2020-07-10T09:28:44-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/delta-northeast-delta-condo-for-sale-th/7156869142.html
1413,2180000,5,61,Luxurious Custom-Built Private Estate!,Surrey,2020-07-10T09:26:23-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/rds/reb/d/surrey-luxurious-custom-built-private/7156867352.html
1414,1249000,6,3694,Open & Spacious Floor Plan!,Surrey,2020-07-10T09:10:45-0700,unfurnished,house,NA,5,https://vancouver.craigslist.org/rds/reb/d/surrey-open-spacious-floor-plan/7156855074.html
1415,465000,2,1060,Two bed & two bath CORNER unit!,Port Coquitlam,2020-07-10T09:06:26-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-south-two-bed-two-bath/7156851726.html
1416,659999,3,176,Very Spacious Townhome!,Surrey,2020-07-10T08:59:19-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-very-spacious-townhome/7156846188.html
1417,1950000,3,,Stunning ocean views surround you in this beautiful Lions Bay home!,Lions Bay,2020-07-10T08:57:47-0700,unfurnished,house,NA,3.5,https://vancouver.craigslist.org/nvn/reb/d/north-island-stunning-ocean-views/7156845091.html
1418,459000,2,,2 BR 2 BTH Condo in Boundary Park Surrey,NA,2020-07-10T08:49:22-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-lower-west-2-br-2-bth-condo-in/7156839036.html
1419,1149000,4,1556,Spacious Modern Half Duplex With Stunning Views And A Mortgage Helper!,"           (google map)
       ",2020-07-10T08:18:59-0700,unfurnished,duplex,attached garage,4,https://vancouver.craigslist.org/van/reb/d/vancouver-spacious-modern-half-duplex/7156817614.html
1420,1950000,2,,4.1 Acres - Fraser Highway - Mt. Lehman,Abbotsford,2020-07-10T08:06:24-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/rds/reo/d/abbotsford-west-41-acres-fraser-highway/7156808735.html
1421,409900,1,680,Beautiful 1 Bedroom 1 Den Unit!,Port Coquitlam,2020-07-10T07:29:38-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-beautiful-1-bedroom-1/7156784637.html
1422,1200000,2,1,Stylish Indoor/Outdoor Living!,Vancouver,2020-07-10T07:21:51-0700,unfurnished,townhouse,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-stylish-indoor-outdoor-living/7156779993.html
1423,678000,2,1100,Rancher Townhome!,Surrey,2020-07-10T07:14:58-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reb/d/surrey-rancher-townhome/7156775700.html
1424,1199000,4,,Beautiful 2 Level Home!,Surrey,2020-07-10T07:04:24-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/surrey-beautiful-2-level-home/7156769332.html
1425,3880000,3,3115,Custom Built Home!,West Vancouver,2020-07-10T06:52:48-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/nvn/reb/d/lions-bay-custom-built-home/7156762541.html
1426,1299000,5,,Bright South Facing Lot!,Langley,2020-07-10T06:26:28-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-bright-south-facing-lot/7156748070.html
1427,675000,3,,Belizean Escape!,Hopkins/Stann Creek,2020-06-12T13:18:14-0700,furnished,house,street parking,3,https://vancouver.craigslist.org/rds/reo/d/vancouver-belizean-escape/7140659566.html
1428,1699000,NA,NA,8.07 ACRES - LAND ONLY- READY TO BUILD,NA,2020-07-10T02:19:44-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reb/d/delta-east-807-acres-land-only-ready-to/7156689553.html
1429,100000,NA,NA,TRADE my FLORIDA for your POINT ROBERTS,POINT ROBERTS,2020-07-10T01:25:58-0700,unfurnished,land,NA,3,https://vancouver.craigslist.org/rds/reo/d/point-roberts-trade-my-florida-for-your/7156685119.html
1430,459900,2,818,OPEN HOUSE JULY 12 2-4PM @ 113-22315 122 AVENUE,Maple Ridge,2020-07-10T01:03:47-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-open-house-july-pm-avenue/7156683312.html
1431,479000,2,984,2 bedroom apartment in Lynnmour,North Vancouver,2020-07-10T00:39:40-0700,unfurnished,apartment,NA,1,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-east-central-2-bedroom/7156681311.html
1432,349500,1,715,1BR Condo,Coquitlam,2020-07-09T23:49:20-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-north-1br-condo/7156676361.html
1433,65999,3,1,"SUPER DEAL IN COZY Houses for sale under $120,000 move in ready",NA,2020-07-09T23:07:08-0700,unfurnished,house,detached garage,2,https://vancouver.craigslist.org/pml/reo/d/delta-super-deal-in-cozy-houses-for/7156671239.html
1434,1379999,8,1,8 bedroom 2002 built house with 2 mortgage helpers,Surrey,2020-07-09T21:49:03-0700,unfurnished,apartment,NA,5.5,https://vancouver.craigslist.org/rds/reb/d/surrey-east-8-bedroom-2002-built-house/7156657755.html
1435,299900,2,130,LAUNCHING SOON - EMERSON PARK 55+ Townhome=,Central Abbotsford,2020-07-09T22:42:51-0700,unfurnished,townhouse,attached garage,2,https://vancouver.craigslist.org/rds/reb/d/abbotsford-launching-soon-emerson-park/7156667542.html
1436,869000,3,,3 Bedroom/3 Bathroom Townhouse in Treetops Heritage Mountain,Port Moody,2020-07-09T19:46:42-0700,unfurnished,townhouse,attached garage,3,https://vancouver.craigslist.org/pml/reb/d/port-moody-3-bedroom-3-bathroom/7156626542.html
1437,625000,2,1,Mosaic Georgian style Townhome in Coquitlam,Coquitlam,2020-06-29T12:38:09-0700,unfurnished,townhouse,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-mosaic-georgian-style/7150642806.html
1438,619900,3,1056,Ground Floor 3 Bedroom Condo for Sale in Port Coquitlam,Port Coquitlam,2020-06-12T14:20:50-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-ground-floor-3-bedroom/7140700953.html
1439,509900,2,8,Stylish & Functional 2 Bedroom Condo in Port Coquitlam,Port Coquitlam,2020-06-20T12:07:31-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-stylish-functional-2/7145390906.html
1440,310000,2,759,Furnished 2 Bedroom Vacation Condo in Osoyoos! Sleeps 8!,Osoyoos,2020-07-07T13:55:07-0700,furnished,condo,attached garage,1,https://vancouver.craigslist.org/pml/reb/d/osoyoos-furnished-2-bedroom-vacation/7155220574.html
1441,799000,3,759,Inquire Now! Rancher In Move In Condition,"12041 221 St, Maple Ridge",2020-07-09T17:42:42-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-inquire-now-rancher-in-move/7156580171.html
1442,80000,NA,NA,Newly Renovated 2 bedroom Home in Lillooet,Lillooet,2020-07-09T17:26:22-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/van/reo/d/cariboo-newly-renovated-2-bedroom-home/7156572834.html
1443,649000,NA,NA,Custom Designed Home with Income Suite,Powell River,2020-07-09T17:03:41-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/van/reo/d/powell-river-custom-designed-home-with/7156562212.html
1444,2500000,5,6000,Magnificent Lakeshore Home with space to isolate from virus,Lake Country,2020-06-24T22:21:14-0700,furnished,house,attached garage,5,https://vancouver.craigslist.org/van/reo/d/lake-country-magnificent-lakeshore-home/7147987866.html
1445,1485000,5,,Great Family Home!,Burnaby,2020-07-09T16:21:19-0700,unfurnished,house,NA,4,https://vancouver.craigslist.org/bnc/reb/d/burnaby-great-family-home/7156541184.html
1446,689000,7,7191,Silver Valley lot FOR SALE,Maple Ridge,2020-06-11T06:12:07-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-northwest-silver-valley-lot/7139752471.html
1447,639000,6,603,Silver Valley lot FOR SALE,Maple Ridge,2020-06-11T06:11:50-0700,unfurnished,land,NA,4,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-northwest-silver-valley-lot/7139752334.html
1448,699000,4,1757,Beautifully Finished!,Surrey,2020-07-09T15:17:48-0700,unfurnished,townhouse,NA,4,https://vancouver.craigslist.org/rds/reb/d/surrey-beautifully-finished/7156506907.html
1449,629000,3,1757,Beautifully Crafted Executive Home : 3 Bed + 3 Bath,"Chase, BC",2020-06-22T22:29:45-0700,unfurnished,house,attached garage,3.5,https://vancouver.craigslist.org/van/reb/d/chase-beautifully-crafted-executive/7146754506.html
1450,1490000,5,1757,house ft Langley,ft Langley,2020-07-09T14:47:55-0700,unfurnished,house,NA,3,https://vancouver.craigslist.org/rds/reo/d/langley-township-north-house-ft-langley/7156489197.html
1451,NA,NA,NA,These Homeowners must sell,Burnaby,2020-06-15T11:12:44-0700,unfurnished,apartment,NA,3,https://vancouver.craigslist.org/bnc/reb/d/burnaby-these-homeowners-must-sell/7142290689.html
1452,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T13:24:20-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rch/reb/d/victoria-condo-for-sale-shelbourne-st/7156435309.html
1453,649900,3,1663,Luxury 2 level duplex style Townhouse in Willoughby!,Willoughby,2020-07-06T18:31:56-0700,unfurnished,condo,attached garage,3,https://vancouver.craigslist.org/pml/reb/d/luxury-2-level-duplex-style-townhouse/7154742425.html
1454,778000,1,764,Point Grey 1bdrm condo,Point Grey,2020-06-26T22:32:49-0700,unfurnished,apartment,attached garage,1,https://vancouver.craigslist.org/van/reb/d/vancouver-point-grey-1bdrm-condo/7149188726.html
1455,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T12:59:13-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/pml/reb/d/victoria-condo-for-sale-shelbourne-st/7156418484.html
1456,649000,2,715,"Home, Family, Love - Condos in Richmond. 2 Beds, 1 Baths",Richmond,2020-07-09T12:58:57-0700,unfurnished,condo,NA,1,https://vancouver.craigslist.org/van/reb/d/home-family-love-condos-in-richmond-2/7156418283.html
1457,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T12:14:00-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rds/reb/d/victoria-condo-for-sale-shelbourne-st/7156386792.html
1458,3200000,4,4335,"Richmond Luxury homes from $3,200,000",Richmond,2020-07-09T11:54:01-0700,unfurnished,house,NA,6,https://vancouver.craigslist.org/rch/reb/d/delta-richmond-luxury-homes-from/7156372234.html
1459,2299000,5,4413,"North Vancouver Luxury Homes from $2,299,000",North Vancouver,2020-07-09T12:01:13-0700,unfurnished,house,attached garage,5,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-luxury-homes-from/7156377104.html
1460,1399000,5,,"New Westminster Luxury Homes from $1,399,000",New Westminster,2020-07-09T11:47:34-0700,unfurnished,house,detached garage,4,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-luxury-homes-from/7156367601.html
1461,6688000,5,4066,"Vancouver West Side Luxury Homes from $6,688,000",Vancouver West side,2020-07-09T11:53:22-0700,unfurnished,house,detached garage,6,https://vancouver.craigslist.org/van/reb/d/vancouver-west-side-luxury-homes-from/7156371771.html
1462,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T12:04:51-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/bnc/reb/d/victoria-condo-for-sale-shelbourne-st/7156379899.html
1463,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T12:02:38-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/nvn/reb/d/victoria-condo-for-sale-shelbourne-st/7156378220.html
1464,2088000,7,4036,"Coquitlam Luxury Homes from $2,088,000",Coquitlam,2020-07-09T11:45:18-0700,unfurnished,house,detached garage,6,https://vancouver.craigslist.org/pml/reb/d/coquitlam-luxury-homes-from/7156365902.html
1465,999000,3,1,"North Vancouver Luxury Condos from $999,000",North Vancouver,2020-07-09T11:59:50-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-luxury-condos-from/7156376276.html
1466,788600,3,1,"Coquitlam Luxury Condos from $788,600",Coquitlam,2020-07-09T11:51:59-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-luxury-condos-from/7156370840.html
1467,585000,2,9,Condo for Sale - 412-4000 Shelbourne St,Victoria,2020-07-09T11:56:49-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/van/reb/d/victoria-condo-for-sale-shelbourne-st/7156374287.html
1468,5888000,5,5996,"West Vancouver Luxury Homes from $5,888,000",West Vancouver,2020-07-09T11:56:37-0700,unfurnished,house,NA,7,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-luxury-homes-from/7156374151.html
1469,1700000,2,1,"West Vancouver Luxury Condos from $1,700,000",West Vancouver Park Royal,2020-07-09T11:55:26-0700,unfurnished,condo,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/west-vancouver-luxury-condos-from/7156373274.html
1470,6688000,5,4066,"Vancouver West Side Luxury Homes from $6,688,000",Vancouver West side,2020-07-09T11:43:36-0700,unfurnished,house,detached garage,6,https://vancouver.craigslist.org/van/reb/d/vancouver-west-side-luxury-homes-from/7156364669.html
1471,NA,r,971,FOR SALE - #301 1633 Tatlow Avenue,NA,2020-07-09T11:30:07-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/nvn/reb/d/north-vancouver-southwest-for-sale/7156354650.html
1472,624800,2,990,Amazing Home!,"           (google map)
       ",2020-07-09T10:53:45-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/pml/reb/d/port-coquitlam-amazing-home/7156327009.html
1473,865000,2,81,Vibrant Community!,Vancouver,2020-07-09T10:41:04-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/van/reb/d/vancouver-vibrant-community/7156317630.html
1474,1628000,5,5557,BUILDER ALERT / INVESTORS..RARELY AVAILABLE LAND!!!,"MAILLARDVILLE, COQUITLAM",2020-06-11T16:49:15-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-builder-alert-investorsrarely/7140168964.html
1475,2980000,1,10518,BUILDER ALERT / INVESTORS RARE OPPORTUNITY,COQUITLAM,2020-06-11T16:55:56-0700,unfurnished,land,NA,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-builder-alert-investors-rare/7140172083.html
1476,599000,4,1563,Bright End Unit!,Langley,2020-07-09T10:24:15-0700,unfurnished,townhouse,NA,3,https://vancouver.craigslist.org/rds/reb/d/langley-bright-end-unit/7156304630.html
1477,599900,9,989,Beautiful 2-storey Uptown New West Studio,New Westminster,2020-06-11T08:02:24-0700,unfurnished,condo,NA,3,https://vancouver.craigslist.org/bnc/reb/d/new-westminster-northeast-beautiful-2/7139818128.html
1478,599900,9,989,Beautiful 2-storey Uptown New West Studio,New Westminster,2020-06-11T08:06:12-0700,unfurnished,condo,NA,3,https://vancouver.craigslist.org/van/reb/d/new-westminster-northeast-beautiful-2/7139820876.html
1479,1175000,2,,Gorgeous Property!,Maple Ridge,2020-07-09T10:14:19-0700,unfurnished,house,NA,1,https://vancouver.craigslist.org/pml/reb/d/maple-ridge-gorgeous-property/7156297032.html
1480,584900,2,1,Corner Unit Condo!,Langley,2020-07-09T09:54:44-0700,unfurnished,apartment,NA,2,https://vancouver.craigslist.org/rds/reb/d/langley-corner-unit-condo/7156282088.html
1481,310000,1,667,"AFFORDABLE, SPACIOUS 1 BED/1 BATH - pets & rentals ok",North Vancouver,2020-07-09T10:03:44-0700,unfurnished,condo,street parking,1,https://vancouver.craigslist.org/bnc/reb/d/north-vancouver-north-central/7156288933.html
1482,2180000,3,1516,"Downtown Luxury Condos from $2,180,000",Downtown,2020-07-09T09:51:09-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/downtown-luxury-condos-from/7156279509.html
1483,1048000,2,1033,"Burnaby Luxury Condos from $1,048,000",Burnaby,2020-07-09T09:47:34-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/bnc/reb/d/burnaby-luxury-condos-from/7156276900.html
1484,850000,4,1400,beautiful house in Surrey BC Canada,Surrey (cloverdale) BC,2020-07-09T09:56:33-0700,unfurnished,house,street parking,2,https://vancouver.craigslist.org/rds/reo/d/surrey-east-beautiful-house-in-surrey/7156283455.html
1485,788600,3,1,"Coquitlam Luxury Condos from $788,600",Coquitlam,2020-07-09T09:50:26-0700,unfurnished,apartment,attached garage,2,https://vancouver.craigslist.org/pml/reb/d/coquitlam-luxury-condos-from/7156278965.html
1486,1999999,3,7800,HOUSE FOR SALE BY OWNER,North Surrey,2020-07-09T09:54:48-0700,unfurnished,house,NA,2,https://vancouver.craigslist.org/rds/reo/d/surrey-north-house-for-sale-by-owner/7156282129.html
1487,565000,2,9,Condo for Sale - 212-1642 McKenzie Ave,Victoria,2020-07-09T09:53:25-0700,unfurnished,condo,NA,2,https://vancouver.craigslist.org/rch/reb/d/victoria-condo-for-sale-mckenzie-ave/7156281118.html
